Taxon	Major_Clade	Minor_Clade	Percentage_in_Family	Percentage_in_Dataset
Rhabdomonas	Discoba	Euglenozoa	3.76	4.44
Rhynchopus	Discoba	Euglenozoa	3.76	4.44
Rhynchopus	Discoba	Euglenozoa	3.76	4.44
Sergeia	Discoba	Euglenozoa	3.76	4.44
Sulcionema	Discoba	Euglenozoa	3.76	4.44
Trypanoplasma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Trypanosoma	Discoba	Euglenozoa	3.76	4.44
Vickermania	Discoba	Euglenozoa	3.76	4.44
Wallacemonas	Discoba	Euglenozoa	3.76	4.44
Wallacemonas	Discoba	Euglenozoa	3.76	4.44
Zelonia	Discoba	Euglenozoa	3.76	4.44
Acrasis	Discoba	Heterolobosea	0.84	0.76
Naegleria	Discoba	Heterolobosea	0.84	0.76
Naegleria	Discoba	Heterolobosea	0.84	0.76
Naegleria	Discoba	Heterolobosea	0.84	0.76
Willaertia	Discoba	Heterolobosea	0.84	0.76
Creneis	Discoba	Heterolobosea	0.84	0.76
Dactylomonas	Discoba	Heterolobosea	0.84	0.76
Heteramoeba	Discoba	Heterolobosea	0.84	0.76
Naegleria	Discoba	Heterolobosea	0.84	0.76
Neovahlkampfia	Discoba	Heterolobosea	0.84	0.76
Percolomonas	Discoba	Heterolobosea	0.84	0.76
Pharyngomonas	Discoba	Heterolobosea	0.84	0.76
Pseudoharpagon	Discoba	Heterolobosea	0.84	0.76
Tetramitus	Discoba	Heterolobosea	0.84	0.76
Tetramitus	Discoba	Heterolobosea	0.84	0.76
Vahlkampfia	Discoba	Heterolobosea	0.84	0.76
Agogonia	Discoba	Jakobida	0.16	0.16
Andalucia	Discoba	Jakobida	0.16	0.16
Ophirina	Discoba	Jakobida	0.16	0.16
Raineriophrys	Haptista	Centroplasthelida	0.16	0.19
Raphidiophrys	Haptista	Centroplasthelida	0.16	0.19
Raphidocystis	Haptista	Centroplasthelida	0.16	0.19
Chrysochromulina	Haptista	Haptophyta	1.46	1.04
Diacronema	Haptista	Haptophyta	1.46	1.04
Emiliania	Haptista	Haptophyta	1.46	1.04
Prymnesium	Haptista	Haptophyta	1.46	1.04
Braarudosphaera	Haptista	Haptophyta	1.46	1.04
Calcidiscus	Haptista	Haptophyta	1.46	1.04
Chrysochromulina	Haptista	Haptophyta	1.46	1.04
Chrysochromulina	Haptista	Haptophyta	1.46	1.04
Chrysoculter	Haptista	Haptophyta	1.46	1.04
Chrysotila	Haptista	Haptophyta	1.46	1.04
Exanthemachrysis	Haptista	Haptophyta	1.46	1.04
Gephyrocapsa	Haptista	Haptophyta	1.46	1.04
Gephyrocapsa	Haptista	Haptophyta	1.46	1.04
Haptolina	Haptista	Haptophyta	1.46	1.04
Haptolina	Haptista	Haptophyta	1.46	1.04
Isochrysis	Haptista	Haptophyta	1.46	1.04
Ochrosphaera	Haptista	Haptophyta	1.46	1.04
Pavlomulina	Haptista	Haptophyta	1.46	1.04
Pavlova	Haptista	Haptophyta	1.46	1.04
Phaeocystis	Haptista	Haptophyta	1.46	1.04
Phaeocystis	Haptista	Haptophyta	1.46	1.04
Phaeocystis	Haptista	Haptophyta	1.46	1.04
Phaeocystis	Haptista	Haptophyta	1.46	1.04
Phaeocystis	Haptista	Haptophyta	1.46	1.04
Pleurochrysis	Haptista	Haptophyta	1.46	1.04
Prymnesium	Haptista	Haptophyta	1.46	1.04
Prymnesium	Haptista	Haptophyta	1.46	1.04
Scyphosphaera	Haptista	Haptophyta	1.46	1.04
Gefionella	incertae sedis	Malawimonada	0.05	0.09
Meteora	incertae sedis	Meteora	0.05	0.03
Microheliella	incertae sedis	Microheliella	0.05	0.03
Solarion	incertae sedis	Solarion	0.05	0.03
Telonema	incertae sedis	Telonemia	0.05	0.13
Anaeramoeba	Metamonada	Anaeramoebidae	0.05	0.06
Aduncisulcus	Metamonada	Fornicata	0.78	0.69
Carpediemonas	Metamonada	Fornicata	0.78	0.69
Giardia	Metamonada	Fornicata	0.78	0.69
Giardia	Metamonada	Fornicata	0.78	0.69
Giardia	Metamonada	Fornicata	0.78	0.69
Hexamita	Metamonada	Fornicata	0.78	0.69
Spironucleus	Metamonada	Fornicata	0.78	0.69
Chilomastix	Metamonada	Fornicata	0.78	0.69
Dysnectes	Metamonada	Fornicata	0.78	0.69
Euthynema	Metamonada	Fornicata	0.78	0.69
Giardia	Metamonada	Fornicata	0.78	0.69
Gyromonas	Metamonada	Fornicata	0.78	0.69
Iotanema	Metamonada	Fornicata	0.78	0.69
Retortamonas	Metamonada	Fornicata	0.78	0.69
Trepomonas	Metamonada	Fornicata	0.78	0.69
Histomonas	Metamonada	Parabasalia	0.68	1.04
Trichomonas	Metamonada	Parabasalia	0.68	1.04
Tritrichomonas	Metamonada	Parabasalia	0.68	1.04
Dientamoeba	Metamonada	Parabasalia	0.68	1.04
Holomastigotoides	Metamonada	Parabasalia	0.68	1.04
Monocercomonas	Metamonada	Parabasalia	0.68	1.04
Pentatrichomonas	Metamonada	Parabasalia	0.68	1.04
Tetratrichomonas	Metamonada	Parabasalia	0.68	1.04
Trichomitus	Metamonada	Parabasalia	0.68	1.04
Trichomonas	Metamonada	Parabasalia	0.68	1.04
Tritrichomonas	Metamonada	Parabasalia	0.68	1.04
Tritrichomonas	Metamonada	Parabasalia	0.68	1.04
Uteronympha	Metamonada	Parabasalia	0.68	1.04
Saccinobaculus	Metamonada	Preaxostyla	0.1	0.28
Trimastix	Metamonada	Preaxostyla	0.1	0.28
Salpingoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Acanthocorbis	Opisthokonta	Choanoflagellata	1.2	0.82
Acanthoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Cepoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Choanoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Choanoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Codosiga	Opisthokonta	Choanoflagellata	1.2	0.82
Diaphanoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Didymoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Hartaetosiga	Opisthokonta	Choanoflagellata	1.2	0.82
Hartaetosiga	Opisthokonta	Choanoflagellata	1.2	0.82
Hartaetosiga	Opisthokonta	Choanoflagellata	1.2	0.82
Helgoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Microstomoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Mylnosiga	Opisthokonta	Choanoflagellata	1.2	0.82
Salpingoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Salpingoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Salpingoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Salpingoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Salpingoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Salpingoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Savillea	Opisthokonta	Choanoflagellata	1.2	0.82
Stephanoeca	Opisthokonta	Choanoflagellata	1.2	0.82
Capsaspora	Opisthokonta	Filasterea	0.1	0.06
Ministeria	Opisthokonta	Filasterea	0.1	0.06
Actinomortierella	Opisthokonta	Fungi	6.89	5.82
Allomyces	Opisthokonta	Fungi	6.89	5.82
Ambispora	Opisthokonta	Fungi	6.89	5.82
Amoeboaphelidium	Opisthokonta	Fungi	6.89	5.82
Amoeboaphelidium	Opisthokonta	Fungi	6.89	5.82
Arthrobotrys	Opisthokonta	Fungi	6.89	5.82
Ascobolus	Opisthokonta	Fungi	6.89	5.82
Ascodesmis	Opisthokonta	Fungi	6.89	5.82
Ascoidea	Opisthokonta	Fungi	6.89	5.82
Aspergillus	Opisthokonta	Fungi	6.89	5.82
Aspergillus	Opisthokonta	Fungi	6.89	5.82
Astathelohania	Opisthokonta	Fungi	6.89	5.82
Aureobasidium	Opisthokonta	Fungi	6.89	5.82
Bacidia	Opisthokonta	Fungi	6.89	5.82
Basidiobolus	Opisthokonta	Fungi	6.89	5.82
Binucleata	Opisthokonta	Fungi	6.89	5.82
Blastocladiella	Opisthokonta	Fungi	6.89	5.82
Blastomyces	Opisthokonta	Fungi	6.89	5.82
Candida	Opisthokonta	Fungi	6.89	5.82
Candidozyma	Opisthokonta	Fungi	6.89	5.82
Catenaria	Opisthokonta	Fungi	6.89	5.82
Cladophialophora	Opisthokonta	Fungi	6.89	5.82
Cladosporium	Opisthokonta	Fungi	6.89	5.82
Coccidioides	Opisthokonta	Fungi	6.89	5.82
Coelomomyces	Opisthokonta	Fungi	6.89	5.82
Coemansia	Opisthokonta	Fungi	6.89	5.82
Cokeromyces	Opisthokonta	Fungi	6.89	5.82
Conglomerata	Opisthokonta	Fungi	6.89	5.82
Cyberlindnera	Opisthokonta	Fungi	6.89	5.82
Dactylella	Opisthokonta	Fungi	6.89	5.82
Didymella	Opisthokonta	Fungi	6.89	5.82
Dimargaris	Opisthokonta	Fungi	6.89	5.82
Drechslerella	Opisthokonta	Fungi	6.89	5.82
Elaphomyces	Opisthokonta	Fungi	6.89	5.82
Encephalitozoon	Opisthokonta	Fungi	6.89	5.82
Endocarpon	Opisthokonta	Fungi	6.89	5.82
Entomophthora	Opisthokonta	Fungi	6.89	5.82
Filobasidium	Opisthokonta	Fungi	6.89	5.82
Fimicolochytrium	Opisthokonta	Fungi	6.89	5.82
Flavoplaca	Opisthokonta	Fungi	6.89	5.82
Fusarium	Opisthokonta	Fungi	6.89	5.82
Gamsiella	Opisthokonta	Fungi	6.89	5.82
Geoglossum	Opisthokonta	Fungi	6.89	5.82
Geopyxis	Opisthokonta	Fungi	6.89	5.82
Geosiphon	Opisthokonta	Fungi	6.89	5.82
Glugoides	Opisthokonta	Fungi	6.89	5.82
Halteromyces	Opisthokonta	Fungi	6.89	5.82
Hamiltosporidium	Opisthokonta	Fungi	6.89	5.82
Icmadophila	Opisthokonta	Fungi	6.89	5.82
Jimgerdemannia	Opisthokonta	Fungi	6.89	5.82
Kickxella	Opisthokonta	Fungi	6.89	5.82
Lambiella	Opisthokonta	Fungi	6.89	5.82
Lithohypha	Opisthokonta	Fungi	6.89	5.82
Lobosporangium	Opisthokonta	Fungi	6.89	5.82
Massospora	Opisthokonta	Fungi	6.89	5.82
Microsporum	Opisthokonta	Fungi	6.89	5.82
Mitosporidium	Opisthokonta	Fungi	6.89	5.82
Mucor	Opisthokonta	Fungi	6.89	5.82
Neolecta	Opisthokonta	Fungi	6.89	5.82
Neurospora	Opisthokonta	Fungi	6.89	5.82
Nucleospora	Opisthokonta	Fungi	6.89	5.82
Ogataea	Opisthokonta	Fungi	6.89	5.82
Olpidium	Opisthokonta	Fungi	6.89	5.82
Orbilia	Opisthokonta	Fungi	6.89	5.82
Ordospora	Opisthokonta	Fungi	6.89	5.82
Paracoccidioides	Opisthokonta	Fungi	6.89	5.82
Penicillium	Opisthokonta	Fungi	6.89	5.82
Peziza	Opisthokonta	Fungi	6.89	5.82
Physcia	Opisthokonta	Fungi	6.89	5.82
Plenodomus	Opisthokonta	Fungi	6.89	5.82
Pneumocystis	Opisthokonta	Fungi	6.89	5.82
Pneumocystis	Opisthokonta	Fungi	6.89	5.82
Podila	Opisthokonta	Fungi	6.89	5.82
Polychytrium	Opisthokonta	Fungi	6.89	5.82
Pseudocyphellaria	Opisthokonta	Fungi	6.89	5.82
Pyronema	Opisthokonta	Fungi	6.89	5.82
Rasamsonia	Opisthokonta	Fungi	6.89	5.82
Rhizina	Opisthokonta	Fungi	6.89	5.82
Rhizophagus	Opisthokonta	Fungi	6.89	5.82
Rhizopus	Opisthokonta	Fungi	6.89	5.82
Rozella	Opisthokonta	Fungi	6.89	5.82
Saccharomyces	Opisthokonta	Fungi	6.89	5.82
Saitoella	Opisthokonta	Fungi	6.89	5.82
Saitoella	Opisthokonta	Fungi	6.89	5.82
Savitreella	Opisthokonta	Fungi	6.89	5.82
Schizosaccharomyces	Opisthokonta	Fungi	6.89	5.82
Schizosaccharomyces	Opisthokonta	Fungi	6.89	5.82
Sphaerosporella	Opisthokonta	Fungi	6.89	5.82
Sphaerulina	Opisthokonta	Fungi	6.89	5.82
Spizellomyces	Opisthokonta	Fungi	6.89	5.82
Synchytrium	Opisthokonta	Fungi	6.89	5.82
Talaromyces	Opisthokonta	Fungi	6.89	5.82
Terfezia	Opisthokonta	Fungi	6.89	5.82
Thelotrema	Opisthokonta	Fungi	6.89	5.82
Thermoascus	Opisthokonta	Fungi	6.89	5.82
Tieghemiomyces	Opisthokonta	Fungi	6.89	5.82
Tirmania	Opisthokonta	Fungi	6.89	5.82
Tricharina	Opisthokonta	Fungi	6.89	5.82
Trichophaea	Opisthokonta	Fungi	6.89	5.82
Trichophyton	Opisthokonta	Fungi	6.89	5.82
Tubulinosema	Opisthokonta	Fungi	6.89	5.82
Umbelopsis	Opisthokonta	Fungi	6.89	5.82
Umbilicaria	Opisthokonta	Fungi	6.89	5.82
Uncinocarpus	Opisthokonta	Fungi	6.89	5.82
Verruconis	Opisthokonta	Fungi	6.89	5.82
Westerdykella	Opisthokonta	Fungi	6.89	5.82
Wickerhamomyces	Opisthokonta	Fungi	6.89	5.82
Wilcoxina	Opisthokonta	Fungi	6.89	5.82
Xylaria	Opisthokonta	Fungi	6.89	5.82
Yarrowia	Opisthokonta	Fungi	6.89	5.82
Zychaea	Opisthokonta	Fungi	6.89	5.82
Aestipascuomyces	Opisthokonta	Fungi	6.89	5.82
Anaeromyces	Opisthokonta	Fungi	6.89	5.82
Anthracobia	Opisthokonta	Fungi	6.89	5.82
Aphelidium	Opisthokonta	Fungi	6.89	5.82
Aphelidium	Opisthokonta	Fungi	6.89	5.82
Caecomyces	Opisthokonta	Fungi	6.89	5.82
Cyllamyces	Opisthokonta	Fungi	6.89	5.82
Disciotis	Opisthokonta	Fungi	6.89	5.82
Feramyces	Opisthokonta	Fungi	6.89	5.82
Gyromitra	Opisthokonta	Fungi	6.89	5.82
Orpinomyces	Opisthokonta	Fungi	6.89	5.82
Paragyromitra	Opisthokonta	Fungi	6.89	5.82
Paraphelidium	Opisthokonta	Fungi	6.89	5.82
Paucimyces	Opisthokonta	Fungi	6.89	5.82
Pecoramyces	Opisthokonta	Fungi	6.89	5.82
Phymatotrichopsis	Opisthokonta	Fungi	6.89	5.82
Piromyces	Opisthokonta	Fungi	6.89	5.82
Plectania	Opisthokonta	Fungi	6.89	5.82
Pseudosarcosoma	Opisthokonta	Fungi	6.89	5.82
Sarcoscypha	Opisthokonta	Fungi	6.89	5.82
Taphrina	Opisthokonta	Fungi	6.89	5.82
Sphaeroforma	Opisthokonta	Ichthyosporea	0.68	0.44
Abeoforma	Opisthokonta	Ichthyosporea	0.68	0.44
Amoebidium	Opisthokonta	Ichthyosporea	0.68	0.44
Amoebidium	Opisthokonta	Ichthyosporea	0.68	0.44
Creolimax	Opisthokonta	Ichthyosporea	0.68	0.44
Ichthyophonus	Opisthokonta	Ichthyosporea	0.68	0.44
Pirum	Opisthokonta	Ichthyosporea	0.68	0.44
Sphaeroforma	Opisthokonta	Ichthyosporea	0.68	0.44
Sphaeroforma	Opisthokonta	Ichthyosporea	0.68	0.44
Sphaeroforma	Opisthokonta	Ichthyosporea	0.68	0.44
Sphaeroforma	Opisthokonta	Ichthyosporea	0.68	0.44
Sphaeroforma	Opisthokonta	Ichthyosporea	0.68	0.44
Sphaerothecum	Opisthokonta	Ichthyosporea	0.68	0.44
Corallochytrium	Opisthokonta	incertae sedis	0.1	0.06
Tunicaraptor	Opisthokonta	incertae sedis	0.1	0.06
Acartia	Opisthokonta	Metazoa	6.68	4.6
Acropora	Opisthokonta	Metazoa	6.68	4.6
Actinia	Opisthokonta	Metazoa	6.68	4.6
Adineta	Opisthokonta	Metazoa	6.68	4.6
Alligator	Opisthokonta	Metazoa	6.68	4.6
Amblyomma	Opisthokonta	Metazoa	6.68	4.6
Amphibalanus	Opisthokonta	Metazoa	6.68	4.6
Amphimedon	Opisthokonta	Metazoa	6.68	4.6
Amphiura	Opisthokonta	Metazoa	6.68	4.6
Anneissia	Opisthokonta	Metazoa	6.68	4.6
Anolis	Opisthokonta	Metazoa	6.68	4.6
Apis	Opisthokonta	Metazoa	6.68	4.6
Apostichopus	Opisthokonta	Metazoa	6.68	4.6
Archispirostreptus	Opisthokonta	Metazoa	6.68	4.6
Ascidia	Opisthokonta	Metazoa	6.68	4.6
Asterias	Opisthokonta	Metazoa	6.68	4.6
Bolinopsis	Opisthokonta	Metazoa	6.68	4.6
Bombyx	Opisthokonta	Metazoa	6.68	4.6
Bos	Opisthokonta	Metazoa	6.68	4.6
Branchiostoma	Opisthokonta	Metazoa	6.68	4.6
Branchiostoma	Opisthokonta	Metazoa	6.68	4.6
Brugia	Opisthokonta	Metazoa	6.68	4.6
Caenorhabditis	Opisthokonta	Metazoa	6.68	4.6
Canis	Opisthokonta	Metazoa	6.68	4.6
Capitella	Opisthokonta	Metazoa	6.68	4.6
Carcharodon	Opisthokonta	Metazoa	6.68	4.6
Chelonia	Opisthokonta	Metazoa	6.68	4.6
Ciona	Opisthokonta	Metazoa	6.68	4.6
Clytia	Opisthokonta	Metazoa	6.68	4.6
Corticium	Opisthokonta	Metazoa	6.68	4.6
Crassostrea	Opisthokonta	Metazoa	6.68	4.6
Danaus	Opisthokonta	Metazoa	6.68	4.6
Danio	Opisthokonta	Metazoa	6.68	4.6
Daphnia	Opisthokonta	Metazoa	6.68	4.6
Dendronephthya	Opisthokonta	Metazoa	6.68	4.6
Dermatophagoides	Opisthokonta	Metazoa	6.68	4.6
Diadema	Opisthokonta	Metazoa	6.68	4.6
Didymodactylos	Opisthokonta	Metazoa	6.68	4.6
Dysidea	Opisthokonta	Metazoa	6.68	4.6
Echinococcus	Opisthokonta	Metazoa	6.68	4.6
Emys	Opisthokonta	Metazoa	6.68	4.6
Ephydatia	Opisthokonta	Metazoa	6.68	4.6
Eupentacta	Opisthokonta	Metazoa	6.68	4.6
Exaiptasia	Opisthokonta	Metazoa	6.68	4.6
Folsomia	Opisthokonta	Metazoa	6.68	4.6
Gallus	Opisthokonta	Metazoa	6.68	4.6
Halichondria	Opisthokonta	Metazoa	6.68	4.6
Helobdella	Opisthokonta	Metazoa	6.68	4.6
Homarus	Opisthokonta	Metazoa	6.68	4.6
Homo	Opisthokonta	Metazoa	6.68	4.6
Hydra	Opisthokonta	Metazoa	6.68	4.6
Hydractinia	Opisthokonta	Metazoa	6.68	4.6
Intoshia	Opisthokonta	Metazoa	6.68	4.6
Ixodes	Opisthokonta	Metazoa	6.68	4.6
Latimeria	Opisthokonta	Metazoa	6.68	4.6
Lepeophtheirus	Opisthokonta	Metazoa	6.68	4.6
Limulus	Opisthokonta	Metazoa	6.68	4.6
Lineus	Opisthokonta	Metazoa	6.68	4.6
Lingula	Opisthokonta	Metazoa	6.68	4.6
Liolophura	Opisthokonta	Metazoa	6.68	4.6
Lytechinus	Opisthokonta	Metazoa	6.68	4.6
Mobula	Opisthokonta	Metazoa	6.68	4.6
Montipora	Opisthokonta	Metazoa	6.68	4.6
Mus	Opisthokonta	Metazoa	6.68	4.6
Myxine	Opisthokonta	Metazoa	6.68	4.6
Nematostella	Opisthokonta	Metazoa	6.68	4.6
Neoechinorhynchus	Opisthokonta	Metazoa	6.68	4.6
Notodromas	Opisthokonta	Metazoa	6.68	4.6
Octopus	Opisthokonta	Metazoa	6.68	4.6
Oopsacas	Opisthokonta	Metazoa	6.68	4.6
Ornithorhynchus	Opisthokonta	Metazoa	6.68	4.6
Oscarella	Opisthokonta	Metazoa	6.68	4.6
Panonychus	Opisthokonta	Metazoa	6.68	4.6
Paramacrobiotus	Opisthokonta	Metazoa	6.68	4.6
Paramuricea	Opisthokonta	Metazoa	6.68	4.6
Parasteatoda	Opisthokonta	Metazoa	6.68	4.6
Patiria	Opisthokonta	Metazoa	6.68	4.6
Petromyzon	Opisthokonta	Metazoa	6.68	4.6
Physeter	Opisthokonta	Metazoa	6.68	4.6
Pocillopora	Opisthokonta	Metazoa	6.68	4.6
Polypterus	Opisthokonta	Metazoa	6.68	4.6
Pomphorhynchus	Opisthokonta	Metazoa	6.68	4.6
Porites	Opisthokonta	Metazoa	6.68	4.6
Priapulus	Opisthokonta	Metazoa	6.68	4.6
Procambarus	Opisthokonta	Metazoa	6.68	4.6
Protopterus	Opisthokonta	Metazoa	6.68	4.6
Ptychodera	Opisthokonta	Metazoa	6.68	4.6
Ramazzottius	Opisthokonta	Metazoa	6.68	4.6
Rhincodon	Opisthokonta	Metazoa	6.68	4.6
Rhopilema	Opisthokonta	Metazoa	6.68	4.6
Ridgeia	Opisthokonta	Metazoa	6.68	4.6
Rotaria	Opisthokonta	Metazoa	6.68	4.6
Saccoglossus	Opisthokonta	Metazoa	6.68	4.6
Schistosoma	Opisthokonta	Metazoa	6.68	4.6
Scolopendra	Opisthokonta	Metazoa	6.68	4.6
Scutigera	Opisthokonta	Metazoa	6.68	4.6
Strix	Opisthokonta	Metazoa	6.68	4.6
Strongylocentrotus	Opisthokonta	Metazoa	6.68	4.6
Sycon	Opisthokonta	Metazoa	6.68	4.6
Tachypleus	Opisthokonta	Metazoa	6.68	4.6
Tigriopus	Opisthokonta	Metazoa	6.68	4.6
Tribolium	Opisthokonta	Metazoa	6.68	4.6
Trichinella	Opisthokonta	Metazoa	6.68	4.6
Trichoplax	Opisthokonta	Metazoa	6.68	4.6
Tubulanus	Opisthokonta	Metazoa	6.68	4.6
Uloborus	Opisthokonta	Metazoa	6.68	4.6
Varroa	Opisthokonta	Metazoa	6.68	4.6
Vipera	Opisthokonta	Metazoa	6.68	4.6
Watersipora	Opisthokonta	Metazoa	6.68	4.6
Aiolochroia	Opisthokonta	Metazoa	6.68	4.6
Aplysina	Opisthokonta	Metazoa	6.68	4.6
Beroe	Opisthokonta	Metazoa	6.68	4.6
Chondrilla	Opisthokonta	Metazoa	6.68	4.6
Copula	Opisthokonta	Metazoa	6.68	4.6
Deiopea	Opisthokonta	Metazoa	6.68	4.6
Dendrilla	Opisthokonta	Metazoa	6.68	4.6
Halisarca	Opisthokonta	Metazoa	6.68	4.6
Hoilungia	Opisthokonta	Metazoa	6.68	4.6
Hormiphora	Opisthokonta	Metazoa	6.68	4.6
Ianthella	Opisthokonta	Metazoa	6.68	4.6
Mesodasys	Opisthokonta	Metazoa	6.68	4.6
Ocyropsis	Opisthokonta	Metazoa	6.68	4.6
Pheronema	Opisthokonta	Metazoa	6.68	4.6
Polymastia	Opisthokonta	Metazoa	6.68	4.6
Scyphidium	Opisthokonta	Metazoa	6.68	4.6
Vallicula	Opisthokonta	Metazoa	6.68	4.6
Velamen	Opisthokonta	Metazoa	6.68	4.6
Walteria	Opisthokonta	Metazoa	6.68	4.6
Fonticula	Opisthokonta	Rotosphaerida	0.31	0.25
Nuclearia	Opisthokonta	Rotosphaerida	0.31	0.25
Nuclearia	Opisthokonta	Rotosphaerida	0.31	0.25
Nuclearia	Opisthokonta	Rotosphaerida	0.31	0.25
Parvularia	Opisthokonta	Rotosphaerida	0.31	0.25
Pompholyxophrys	Opisthokonta	Rotosphaerida	0.31	0.25
Aulacantha	Rhizaria	Cercozoa	1.25	2.33
Bigelowiella	Rhizaria	Cercozoa	1.25	2.33
Bigelowiella	Rhizaria	Cercozoa	1.25	2.33
Bigelowiella			0.05	9.1
Brevimastigomonas	Rhizaria	Cercozoa	1.25	2.33
Chlorarachnion	Rhizaria	Cercozoa	1.25	2.33
Ebria	Rhizaria	Cercozoa	1.25	2.33
Fisculla	Rhizaria	Cercozoa	1.25	2.33
Katarium	Rhizaria	Cercozoa	1.25	2.33
Lotharella	Rhizaria	Cercozoa	1.25	2.33
Lotharella	Rhizaria	Cercozoa	1.25	2.33
Lotharella	Rhizaria	Cercozoa	1.25	2.33
Orciraptor	Rhizaria	Cercozoa	1.25	2.33
Partenskyella	Rhizaria	Cercozoa	1.25	2.33
Protocystis	Rhizaria	Cercozoa	1.25	2.33
Rhogostoma	Rhizaria	Cercozoa	1.25	2.33
Rhogostoma	Rhizaria	Cercozoa	1.25	2.33
Rhogostoma	Rhizaria	Cercozoa	1.25	2.33
Rhogostoma	Rhizaria	Cercozoa	1.25	2.33
Rhogostoma	Rhizaria	Cercozoa	1.25	2.33
Rhogostoma	Rhizaria	Cercozoa	1.25	2.33
Rhogostoma	Rhizaria	Cercozoa	1.25	2.33
Rhogostoma	Rhizaria	Cercozoa	1.25	2.33
Saccharomycomorpha	Rhizaria	Cercozoa	1.25	2.33
Verrucomonas	Rhizaria	Cercozoa	1.25	2.33
Marteilia	Rhizaria	Endomyxa	0.37	0.38
Plasmodiophora	Rhizaria	Endomyxa	0.37	0.38
Leptophrys	Rhizaria	Endomyxa	0.37	0.38
Maullinia	Rhizaria	Endomyxa	0.37	0.38
Mikrocytos	Rhizaria	Endomyxa	0.37	0.38
Polymyxa	Rhizaria	Endomyxa	0.37	0.38
Spongospora	Rhizaria	Endomyxa	0.37	0.38
Reticulomyxa	Rhizaria	Retaria	2.09	2.36
Allogromia	Rhizaria	Retaria	2.09	2.36
Ammonia	Rhizaria	Retaria	2.09	2.36
Amphisorus	Rhizaria	Retaria	2.09	2.36
Aschemonella	Rhizaria	Retaria	2.09	2.36
Bolivina	Rhizaria	Retaria	2.09	2.36
Bolivina	Rhizaria	Retaria	2.09	2.36
Bolivinella	Rhizaria	Retaria	2.09	2.36
Calcarina	Rhizaria	Retaria	2.09	2.36
Cancris	Rhizaria	Retaria	2.09	2.36
Cassidulina	Rhizaria	Retaria	2.09	2.36
Cribrostomoides	Rhizaria	Retaria	2.09	2.36
Cymbaloporetta	Rhizaria	Retaria	2.09	2.36
Eggerelloides	Rhizaria	Retaria	2.09	2.36
Elphidium	Rhizaria	Retaria	2.09	2.36
Eucyrtidium	Rhizaria	Retaria	2.09	2.36
Globigerinoides	Rhizaria	Retaria	2.09	2.36
Globigerinoides	Rhizaria	Retaria	2.09	2.36
Globobulimina	Rhizaria	Retaria	2.09	2.36
Globobulimina	Rhizaria	Retaria	2.09	2.36
Globobulimina	Rhizaria	Retaria	2.09	2.36
Haynesina	Rhizaria	Retaria	2.09	2.36
Hippocrepina	Rhizaria	Retaria	2.09	2.36
Hippocrepinella	Rhizaria	Retaria	2.09	2.36
Hippocrepinella	Rhizaria	Retaria	2.09	2.36
Nonionella	Rhizaria	Retaria	2.09	2.36
Nonionella	Rhizaria	Retaria	2.09	2.36
Nonionellina	Rhizaria	Retaria	2.09	2.36
Nonionoides	Rhizaria	Retaria	2.09	2.36
Psammophaga	Rhizaria	Retaria	2.09	2.36
Pseudothurammina	Rhizaria	Retaria	2.09	2.36
Pseudowebbinella	Rhizaria	Retaria	2.09	2.36
Quinqueloculina	Rhizaria	Retaria	2.09	2.36
Shinkaiya	Rhizaria	Retaria	2.09	2.36
Textularia	Rhizaria	Retaria	2.09	2.36
Thalassicolla	Rhizaria	Retaria	2.09	2.36
Toxisarcon	Rhizaria	Retaria	2.09	2.36
Trochammina	Rhizaria	Retaria	2.09	2.36
Uvigerina	Rhizaria	Retaria	2.09	2.36
Valvulineria	Rhizaria	Retaria	2.09	2.36
Glossomastix	Stramenopila	 Pinguiophyceae	0.1	0.09
